107/02/12,0,0,---,---,---,---,---,0
107/02/09,260000,90700,0.34,0.42,0.34,0.42,-0.04,4
107/02/08,549000,266040,0.52,0.52,0.46,0.46,-0.12,5
107/02/07,594000,337330,0.55,0.58,0.55,0.58,+0.05,4
107/02/06,632000,358490,0.59,0.61,0.53,0.53,-0.17,8
