107/02/12,0,0,---,---,---,---,---,0
107/02/09,105000,37550,0.31,0.36,0.31,0.36,-0.02,2
107/02/08,12000,4340,0.36,0.38,0.36,0.38,-0.01,3
107/02/07,52000,20940,0.40,0.41,0.39,0.39,+0.05,8
107/02/06,73000,29990,0.46,0.46,0.34,0.34,-0.15,9
