107/02/12,51000,353430,6.93,6.93,6.93,6.93,0.15,3
107/02/09,52000,352360,6.68,6.78,6.68,6.78,-0.24,3
107/02/08,63000,448350,7.14,7.14,7.02,7.02,-0.46,4
107/02/07,50000,374000,7.48,7.48,7.48,7.48,0.00,2
107/02/06,50000,374000,7.48,7.48,7.48,7.48,-0.20,1
