107/02/12,0,0,---,---,---,---,---,0
107/02/09,10084,252020,24.95,25.00,24.95,25.00,+0.30,8
107/02/08,0,0,---,---,---,---,---,0
107/02/07,8000,197600,24.70,24.70,24.70,24.70,-0.25,2
107/02/06,11125,278200,25.15,25.15,24.95,24.95,-0.05,4
