107/02/12,150000,108000,0.73,0.73,0.71,0.71,+0.02,3
107/02/09,100000,69000,0.69,0.69,0.69,0.69,-0.03,1
107/02/08,90000,66600,0.76,0.76,0.72,0.72,-0.08,3
107/02/07,0,0,---,---,---,---,---,0
107/02/06,299000,224250,0.75,0.75,0.75,0.75,-0.10,1
