107/02/12,0,0,---,---,---,---,---,0
107/02/09,57000,24040,0.43,0.43,0.42,0.42,-0.16,8
107/02/08,168000,90750,0.53,0.58,0.53,0.58,+0.07,4
107/02/07,116000,59260,0.53,0.53,0.51,0.51,+0.05,2
107/02/06,70000,32200,0.46,0.46,0.46,0.46,-0.27,5
