107/02/12,0,0,---,---,---,---,---,0
107/02/09,114000,22260,0.19,0.23,0.19,0.23,-0.01,2
107/02/08,2000,480,0.24,0.24,0.24,0.24,-0.02,1
107/02/07,20000,5200,0.26,0.26,0.26,0.26,-0.04,1
107/02/06,22000,6810,0.33,0.33,0.30,0.30,-0.12,2
