107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,12900,0.43,0.43,0.43,0.43,+0.03,1
107/02/08,160000,61110,0.35,0.40,0.33,0.40,+0.09,4
107/02/07,40000,12500,0.32,0.32,0.30,0.31,-0.07,3
107/02/06,12000,4260,0.35,0.38,0.35,0.38,+0.09,2
