107/02/12,0,0,---,---,---,---,---,0
107/02/09,0,0,---,---,---,---,---,0
107/02/08,125000,50250,0.39,0.42,0.39,0.42,+0.03,3
107/02/07,180000,72300,0.42,0.42,0.39,0.39,+0.09,3
107/02/06,60000,20250,0.35,0.36,0.30,0.30,-0.04,7
