107/02/12,0,0,---,---,---,---,---,0
107/02/09,297000,326230,1.16,1.16,0.89,0.89,0.00,12
107/02/08,342000,287810,0.83,0.89,0.81,0.89,+0.08,11
107/02/07,115000,94810,0.84,0.84,0.80,0.81,-0.13,10
107/02/06,235000,190760,0.74,0.94,0.73,0.94,+0.24,10
