107/02/12,1188000,16710280,14.10,14.10,14.00,14.09,-0.12,279
107/02/09,4268100,60729161,14.29,14.30,14.16,14.21,0.38,612
107/02/08,1413000,19647450,13.89,13.94,13.83,13.83,-0.06,237
107/02/07,2895433,40092966,13.85,13.91,13.80,13.89,-0.52,586
107/02/06,12558233,180304423,14.18,14.62,14.11,14.41,0.86,1655
