107/02/12,0,0,---,---,---,---,---,0
107/02/09,63000,44580,0.65,0.76,0.65,0.76,-0.08,5
107/02/08,277000,295880,1.13,1.13,0.84,0.84,-0.26,7
107/02/07,272000,266650,0.96,1.10,0.96,1.10,+0.20,6
107/02/06,50000,49460,1.13,1.13,0.83,0.90,-0.28,10
