107/02/12,0,0,---,---,---,---,---,0
107/02/09,185000,209200,1.18,1.19,1.01,1.01,+0.01,5
107/02/08,145000,139420,0.93,1.05,0.93,1.00,+0.08,13
107/02/07,276000,254180,0.96,0.99,0.89,0.92,-0.25,14
107/02/06,396000,427560,0.99,1.18,0.97,1.17,+0.27,22
