107/02/12,0,0,---,---,---,---,---,0
107/02/09,255000,142670,0.50,0.60,0.50,0.60,-0.11,5
107/02/08,257000,177330,0.67,0.71,0.67,0.71,+0.07,5
107/02/07,44000,29110,0.71,0.72,0.64,0.64,+0.08,6
107/02/06,31000,19950,0.81,0.81,0.56,0.56,-0.32,6
