107/02/12,0,0,---,---,---,---,---,0
107/02/09,45000,25250,0.45,0.61,0.45,0.61,+0.10,3
107/02/08,11000,5760,0.66,0.66,0.51,0.51,-0.32,2
107/02/07,11000,8920,0.62,0.83,0.62,0.83,+0.35,2
107/02/06,35000,18100,0.61,0.61,0.48,0.48,-0.39,2
