107/02/12,0,0,---,---,---,---,---,0
107/02/09,156000,78720,0.49,0.54,0.48,0.54,-0.07,8
107/02/08,144000,90370,0.64,0.65,0.61,0.61,-0.08,6
107/02/07,54000,37640,0.68,0.70,0.68,0.69,+0.11,4
107/02/06,368000,238690,0.67,0.70,0.58,0.58,-0.15,23
