107/02/12,0,0,---,---,---,---,---,0
107/02/09,135000,122150,0.89,0.91,0.89,0.91,-0.19,3
107/02/08,55000,60100,1.06,1.10,1.06,1.10,-0.08,2
107/02/07,55000,64900,1.18,1.18,1.18,1.18,-0.01,1
107/02/06,110000,130000,1.16,1.19,1.04,1.19,-0.05,3
