107/02/12,552000,113260,0.23,0.23,0.18,0.18,-0.23,53
107/02/09,0,0,---,---,---,---,---,0
107/02/08,50000,43000,0.86,0.86,0.86,0.86,-0.22,1
107/02/07,59000,65220,1.11,1.11,1.08,1.08,-0.04,2
107/02/06,50000,56000,1.12,1.12,1.12,1.12,-0.63,1
