107/02/12,0,0,---,---,---,---,---,0
107/02/09,0,0,---,---,---,---,---,0
107/02/08,136000,76940,0.59,0.59,0.56,0.56,-0.08,3
107/02/07,24000,15360,0.64,0.64,0.64,0.64,-0.12,1
107/02/06,64000,48190,0.75,0.76,0.75,0.76,+0.33,2
