107/02/12,0,0,---,---,---,---,---,0
107/02/09,476000,99960,0.21,0.21,0.21,0.21,-0.10,2
107/02/08,557000,165850,0.29,0.31,0.29,0.31,+0.01,2
107/02/07,381000,114300,0.30,0.30,0.30,0.30,+0.01,5
107/02/06,90000,28100,0.34,0.34,0.29,0.29,-0.10,2
