107/02/12,0,0,---,---,---,---,---,0
107/02/09,7000,3840,0.54,0.55,0.54,0.55,-0.06,5
107/02/08,760000,503160,0.68,0.68,0.61,0.61,-0.06,3
107/02/07,780000,491600,0.63,0.67,0.63,0.67,+0.14,5
107/02/06,5000,2650,0.53,0.53,0.53,0.53,-0.19,1
