107/02/12,0,0,---,---,---,---,---,0
107/02/09,1000,1310,1.31,1.31,1.31,1.31,+0.17,1
107/02/08,1041000,1197730,1.02,1.18,1.01,1.14,+0.28,9
107/02/07,2000,1720,0.86,0.86,0.86,0.86,-0.07,1
107/02/06,30000,27260,0.71,0.93,0.71,0.93,+0.29,5
