107/02/12,0,0,---,---,---,---,---,0
107/02/09,32000,36830,1.15,1.16,1.14,1.16,+0.27,8
107/02/08,200000,179000,0.90,0.90,0.89,0.89,-0.03,6
107/02/07,260000,236600,0.89,0.92,0.89,0.92,-0.04,6
107/02/06,138000,120900,0.84,0.96,0.84,0.96,+0.11,8
