107/02/12,0,0,---,---,---,---,---,0
107/02/09,55000,45600,0.83,0.83,0.82,0.82,+0.09,2
107/02/08,158000,112840,0.70,0.74,0.70,0.73,+0.01,4
107/02/07,310000,206120,0.63,0.72,0.63,0.72,-0.11,10
107/02/06,330000,209400,0.60,0.83,0.60,0.83,+0.27,5
