107/02/12,0,0,---,---,---,---,---,0
107/02/09,305000,160550,0.51,0.53,0.51,0.53,-0.04,4
107/02/08,505000,268500,0.52,0.57,0.50,0.57,-0.02,6
107/02/07,450000,269100,0.58,0.63,0.58,0.59,+0.06,7
107/02/06,240000,135100,0.59,0.59,0.53,0.53,-0.26,7
