107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,9200,0.92,0.92,0.92,0.92,-0.06,1
107/02/08,171000,174940,1.20,1.20,0.98,0.98,-0.39,6
107/02/07,34000,45110,1.16,1.37,1.16,1.37,+0.44,2
107/02/06,295000,301600,1.22,1.22,0.93,0.93,-0.53,11
