107/02/12,507130,24063119,48.00,48.00,47.10,47.70,+0.65,337
107/02/09,788350,36543975,46.15,47.60,45.20,47.05,除權,495
107/02/08,446302,21601231,49.90,49.90,48.00,48.00,-1.10,300
107/02/07,814100,40184150,49.80,49.80,48.85,49.10,+1.30,543
107/02/06,2560565,125209675,50.00,51.40,47.25,47.80,-4.70,1438
