107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,11300,1.13,1.13,1.13,1.13,-0.02,1
107/02/08,40000,48400,1.25,1.25,1.15,1.15,-0.12,4
107/02/07,30000,38400,1.29,1.29,1.27,1.27,+0.13,3
107/02/06,90000,112800,1.29,1.29,1.14,1.14,-0.34,6
