107/02/12,0,0,---,---,---,---,---,0
107/02/09,60000,1800,0.03,0.03,0.03,0.03,0.00,5
107/02/08,50000,1500,0.03,0.03,0.03,0.03,-0.07,5
107/02/07,100000,10000,0.10,0.10,0.10,0.10,+0.01,5
107/02/06,0,0,---,---,---,---,---,0
