107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,6900,0.23,0.23,0.23,0.23,-0.15,1
107/02/08,210000,79700,0.37,0.38,0.37,0.38,-0.02,2
107/02/07,230000,89900,0.38,0.40,0.38,0.40,+0.06,5
107/02/06,15000,5100,0.34,0.34,0.34,0.34,-0.16,2
