107/02/12,0,0,---,---,---,---,---,0
107/02/09,119000,53970,0.46,0.48,0.44,0.48,-0.10,8
107/02/08,110000,63400,0.54,0.58,0.54,0.58,-0.01,2
107/02/07,30000,17700,0.59,0.59,0.59,0.59,+0.11,2
107/02/06,62000,30160,0.68,0.68,0.48,0.48,-0.27,2
