107/02/12,0,0,---,---,---,---,---,0
107/02/09,19000,14440,0.76,0.76,0.76,0.76,-0.22,1
107/02/08,127000,127790,1.07,1.07,0.98,0.98,-0.11,9
107/02/07,25000,27250,1.09,1.09,1.09,1.09,+0.15,2
107/02/06,168000,170600,1.06,1.11,0.88,0.94,-0.20,17
