107/02/12,0,0,---,---,---,---,---,0
107/02/09,205000,131150,0.63,0.64,0.63,0.64,+0.21,2
107/02/08,200000,100000,0.57,0.57,0.43,0.43,-0.03,2
107/02/07,140000,63800,0.44,0.46,0.44,0.46,-0.23,3
107/02/06,140000,70700,0.45,0.69,0.45,0.69,+0.33,3
