107/02/12,0,0,---,---,---,---,---,0
107/02/09,394000,537640,1.43,1.43,1.26,1.26,+0.05,5
107/02/08,529000,635500,1.08,1.23,1.07,1.21,+0.12,14
107/02/07,573000,663780,1.15,1.19,1.05,1.09,-0.27,16
107/02/06,1058000,1288900,1.18,1.36,1.15,1.36,+0.25,30
