107/02/12,0,0,---,---,---,---,---,0
107/02/09,256000,265180,1.07,1.07,0.90,0.90,+0.01,10
107/02/08,273000,225570,0.73,0.89,0.73,0.89,+0.14,10
107/02/07,37000,29030,0.80,0.80,0.74,0.75,-0.28,5
107/02/06,30000,30600,1.00,1.03,1.00,1.03,+0.26,2
