107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,14200,1.42,1.42,1.42,1.42,+0.06,2
107/02/08,20000,27400,1.38,1.38,1.36,1.36,-0.06,2
107/02/07,10000,14200,1.42,1.42,1.42,1.42,+0.02,2
107/02/06,10000,14000,1.40,1.40,1.40,1.40,+0.16,1
