107/02/12,0,0,---,---,---,---,---,0
107/02/09,50000,10000,0.20,0.20,0.20,0.20,-0.05,1
107/02/08,100000,25200,0.25,0.26,0.25,0.25,-0.05,5
107/02/07,324000,97200,0.30,0.30,0.30,0.30,+0.06,1
107/02/06,784000,260040,0.36,0.36,0.24,0.24,-0.16,9
