107/02/12,1465000,1021760,0.71,0.75,0.65,0.69,+0.03,64
107/02/09,1531000,986490,0.56,0.74,0.56,0.66,-0.10,56
107/02/08,1457000,1169280,0.81,0.86,0.75,0.76,-0.31,79
107/02/07,0,0,---,---,---,---,---,0
