107/02/12,0,0,---,---,---,---,---,0
107/02/09,103000,134780,1.33,1.33,1.25,1.25,+0.04,9
107/02/08,66000,79870,1.18,1.22,1.18,1.21,+0.05,5
107/02/07,524000,618650,1.18,1.19,1.15,1.16,-0.10,12
107/02/06,652000,775800,1.09,1.26,1.09,1.26,+0.17,15
