107/02/12,0,0,---,---,---,---,---,0
107/02/09,130000,124600,0.96,0.96,0.95,0.95,+0.14,3
107/02/08,427000,319000,0.68,0.81,0.68,0.81,+0.08,7
107/02/07,585000,424180,0.73,0.73,0.71,0.73,-0.33,9
107/02/06,396000,364840,0.87,1.06,0.82,1.06,+0.28,11
