107/02/12,0,0,---,---,---,---,---,0
107/02/09,30000,30300,1.03,1.03,1.00,1.00,-0.29,3
107/02/08,32000,38480,1.20,1.29,1.15,1.29,+0.06,6
107/02/07,99000,128810,1.29,1.38,1.23,1.23,+0.17,11
107/02/06,53000,54020,1.09,1.09,0.94,1.06,-0.19,12
