107/02/12,0,0,---,---,---,---,---,0
107/02/09,80000,68660,0.86,0.86,0.85,0.85,+0.13,6
107/02/08,158000,98940,0.63,0.72,0.60,0.72,+0.14,7
107/02/07,82000,46520,0.56,0.58,0.56,0.58,-0.12,5
107/02/06,27000,18770,0.57,0.74,0.57,0.70,+0.18,6
