107/02/12,0,0,---,---,---,---,---,0
107/02/09,408000,113160,0.27,0.28,0.27,0.28,-0.15,4
107/02/08,408000,175440,0.43,0.43,0.43,0.43,0.00,1
107/02/07,266000,116460,0.44,0.44,0.43,0.43,+0.02,3
107/02/06,1022000,472700,0.49,0.49,0.41,0.41,-0.12,11
