107/02/12,0,0,---,---,---,---,---,0
107/02/09,95000,35750,0.41,0.43,0.36,0.36,-0.02,3
107/02/08,27000,10040,0.37,0.38,0.37,0.38,-0.01,4
107/02/07,12000,4680,0.39,0.39,0.39,0.39,-0.06,1
107/02/06,90000,37000,0.40,0.45,0.40,0.45,+0.09,5
