107/02/12,0,0,---,---,---,---,---,0
107/02/09,100000,39000,0.39,0.39,0.39,0.39,-0.15,1
107/02/08,100000,54000,0.54,0.54,0.54,0.54,-0.11,1
107/02/07,100000,65000,0.65,0.65,0.65,0.65,+0.09,3
107/02/06,100000,56000,0.56,0.56,0.56,0.56,-0.21,1
