107/02/12,0,0,---,---,---,---,---,0
107/02/09,250000,15720,0.05,0.07,0.05,0.07,-0.07,2
107/02/08,250000,34500,0.13,0.14,0.13,0.14,-0.01,3
107/02/07,120000,20000,0.17,0.17,0.15,0.15,-0.04,2
107/02/06,20000,3800,0.19,0.19,0.19,0.19,0.00,1
