107/02/12,0,0,---,---,---,---,---,0
107/02/09,66000,21630,0.28,0.42,0.28,0.42,-0.01,8
107/02/08,588000,250550,0.46,0.46,0.41,0.43,-0.03,18
107/02/07,291000,137700,0.47,0.50,0.43,0.46,+0.07,14
107/02/06,530000,239560,0.52,0.55,0.31,0.39,-0.32,21
