107/02/12,0,0,---,---,---,---,---,0
107/02/09,299000,153970,0.50,0.55,0.50,0.55,-0.07,10
107/02/08,356000,246170,0.72,0.72,0.62,0.62,-0.06,6
107/02/07,433000,315290,0.70,0.76,0.67,0.68,+0.04,9
107/02/06,243000,154350,0.75,0.75,0.63,0.64,-0.25,7
