107/02/12,0,0,---,---,---,---,---,0
107/02/09,4000,2800,0.70,0.70,0.70,0.70,-0.13,1
107/02/08,0,0,---,---,---,---,---,0
107/02/07,20000,16800,0.84,0.84,0.84,0.84,+0.13,1
107/02/06,30000,22500,0.83,0.83,0.71,0.71,-0.31,2
