107/02/12,0,0,---,---,---,---,---,0
107/02/09,10000,7400,0.74,0.74,0.74,0.74,-0.06,1
107/02/08,150000,120400,0.79,0.83,0.79,0.80,-0.03,6
107/02/07,160000,130000,0.75,0.83,0.75,0.83,+0.26,4
107/02/06,160000,119700,0.84,0.84,0.57,0.57,-0.27,6
