107/02/12,200000,447400,2.25,2.25,2.23,2.23,0.10,5
107/02/09,20000,42600,2.13,2.13,2.13,2.13,-0.06,1
107/02/08,1000,2190,2.19,2.19,2.19,2.19,0.00,1
107/02/07,0,0,--,--,--,--,0.00,0
107/02/06,65000,137150,2.19,2.19,2.10,2.10,-0.20,3
