107/02/12,0,0,---,---,---,---,---,0
107/02/09,120000,42300,0.36,0.36,0.31,0.31,+0.04,3
107/02/08,154000,40320,0.23,0.27,0.23,0.27,+0.03,5
107/02/07,370000,84600,0.28,0.28,0.22,0.24,-0.13,8
107/02/06,620000,223160,0.27,0.38,0.27,0.37,+0.14,8
