107/02/12,678000,13362850,19.64,19.75,19.61,19.74,0.26,149
107/02/09,604000,11775280,19.55,19.55,19.47,19.48,0.07,96
107/02/08,355000,6903560,19.43,19.49,19.40,19.41,-0.17,72
107/02/07,646000,12649220,19.55,19.62,19.55,19.58,0.36,125
107/02/06,543000,10431340,19.23,19.26,19.17,19.22,-0.15,147
