107/02/12,0,0,---,---,---,---,---,0
107/02/09,100000,36000,0.36,0.36,0.36,0.36,-0.06,1
107/02/08,151000,71540,0.60,0.60,0.40,0.42,-0.10,4
107/02/07,145000,79900,0.55,0.56,0.52,0.52,+0.10,3
107/02/06,193000,105490,0.59,0.62,0.42,0.42,-0.30,8
