107/02/12,0,0,---,---,---,---,---,0
107/02/09,300000,208180,0.70,0.70,0.68,0.70,-0.31,3
107/02/08,636000,636360,0.99,1.01,0.99,1.01,+0.03,7
107/02/07,556000,551580,0.98,1.03,0.97,0.98,+0.03,7
107/02/06,10000,9500,0.95,0.95,0.95,0.95,-0.31,1
