107/02/12,0,0,---,---,---,---,---,0
107/02/09,130000,54600,0.42,0.45,0.41,0.45,-0.11,4
107/02/08,221000,129690,0.61,0.61,0.56,0.56,-0.05,4
107/02/07,655000,432470,0.67,0.67,0.61,0.61,+0.05,22
107/02/06,180000,113640,0.61,0.64,0.56,0.56,-0.30,6
