107/02/12,0,0,---,---,---,---,---,0
107/02/09,510000,419700,0.82,0.83,0.82,0.82,+0.07,8
107/02/08,251000,188300,0.76,0.76,0.75,0.75,+0.02,3
107/02/07,420000,293900,0.68,0.73,0.68,0.73,-0.01,9
107/02/06,841000,573560,0.66,0.74,0.64,0.74,+0.14,20
