107/02/12,0,0,---,---,---,---,---,0
107/02/09,320000,30600,0.08,0.13,0.08,0.11,-0.03,6
107/02/08,60000,8700,0.15,0.15,0.14,0.14,-0.02,2
107/02/07,130000,21400,0.18,0.18,0.16,0.16,+0.02,2
107/02/06,470000,73500,0.24,0.24,0.13,0.14,-0.17,10
