107/02/12,0,0,---,---,---,---,---,0
107/02/09,32000,8960,0.28,0.29,0.27,0.29,+0.05,4
107/02/08,1000,240,0.24,0.24,0.24,0.24,-0.01,1
107/02/07,21000,5240,0.24,0.25,0.24,0.25,+0.07,2
107/02/06,30000,5400,0.18,0.18,0.18,0.18,-0.11,1
