107/02/09,0,0,---,---,---,---,---,0
107/02/08,1000,190,0.19,0.19,0.19,0.19,-0.02,1
107/02/07,11000,2310,0.21,0.21,0.21,0.21,-0.18,2
107/02/06,34000,8820,0.25,0.39,0.25,0.39,+0.16,4
