107/02/12,0,0,---,---,---,---,---,0
107/02/09,50000,35000,0.70,0.70,0.70,0.70,-0.02,1
107/02/08,50000,36000,0.72,0.72,0.72,0.72,-0.11,1
107/02/07,50000,41500,0.83,0.83,0.83,0.83,+0.07,1
107/02/06,80000,64700,0.89,0.89,0.76,0.76,-0.17,2
