107/02/12,0,0,---,---,---,---,---,0
107/02/09,85000,128750,1.97,1.97,1.05,1.05,-0.58,8
107/02/08,560000,898550,1.19,1.63,1.18,1.63,+0.50,10
107/02/07,115000,123050,1.05,1.13,1.05,1.13,-0.01,9
107/02/06,417000,380350,0.72,1.14,0.72,1.14,+0.55,11
