107/02/12,2000,760,0.38,0.38,0.38,0.38,+0.05,1
107/02/09,3000,960,0.30,0.33,0.30,0.33,-0.04,3
107/02/08,0,0,---,---,---,---,---,0
107/02/07,208000,93160,0.48,0.48,0.41,0.41,+0.04,8
107/02/06,237000,99990,0.50,0.50,0.37,0.37,-0.32,18
