107/02/12,26480300,914460455,34.20,35.22,34.08,34.48,0.50,6061
107/02/09,59680277,2064224584,36.00,36.02,32.34,33.98,-4.02,12656
107/02/08,53911818,2118543516,40.50,40.50,38.00,38.00,-3.22,15227
107/02/07,35252554,1486172517,43.05,43.65,40.90,41.22,-0.78,9644
107/02/06,35326449,1497115082,43.00,43.27,41.65,42.00,-1.70,7559
